rewards,dqn_loss
-7.530251,-1.0
-4.7129455,-1.0
-13.469496,-1.0
-6.0674305,-1.0
-9.894344,-1.0
-11.025207,-1.0
-1.7315555,-1.0
-7.2574544,-1.0
-3.9632933,-1.0
-1.6578707,-1.0
-2.5901895,-1.0
-3.5850382,-1.0
-3.0174844,-1.0
-7.0979543,-1.0
-0.81674266,-1.0
-5.429274,-1.0
-12.272888,0.07333840909413994
-8.371453,0.012948208385690425
-4.815416,0.016445067872215682
-4.119694,0.016739085716350625
-3.7153661,0.020438207569532095
-5.6190057,0.018328307095604637
-4.1454473,0.02280377030838281
-3.3184855,0.020271486567799
-7.1907187,0.017801217315718532
-7.586738,0.017655503121204674
-5.674197,0.021821455797180533
-0.8252109,0.020745245662207406
-3.5465357,0.02329539943796893
-3.871689,0.022542537073604763
-3.9664302,0.021908083790913226
0.3769804,0.02095382965635508
-3.1729362,0.020809240693536898
-6.9148912,0.024040655496840677
-3.2383764,0.02046822354507943
-4.977769,0.02079283034739395
-5.5864005,0.01820372899528593
-5.9680715,0.01847548452205956
-6.1848946,0.018254459276795386
-3.6923966,0.01891988782056918
-6.2504754,0.018104706960730254
-6.5554814,0.019149739799710613
-2.876017,0.018624885853690407
-7.277514,0.02028351939904193
-2.006197,0.01919781578083833
-4.0786085,0.0196073640914013
-2.2432437,0.022082077184071142
-3.765341,0.02034825972126176
-1.9283187,0.024998050928115845
-6.2652626,0.022456126722196736
-6.3242264,0.029422363848425448
-6.642328,0.02735577800000707
-5.4450436,0.02461835170785586
-5.226802,0.023041116950723032
-4.5028243,0.0267488447483629
-5.949287,0.021474413635830084
-4.089067,0.023913219928120573
-5.0229335,0.026870934315957128
-3.3728359,0.028963217884302138
-1.5720587,0.023774807519900302
-6.95805,0.0220883513490359
-5.649201,0.023577499529346825
-6.873886,0.022030201212813457
-4.8188515,0.022772684996016323
-4.0372853,0.019921291914458076
-5.8705554,0.018215338536538183
-2.5323894,0.01849455909493069
-6.0535536,0.01753118446407219
-4.548294,0.01740252530047049
-6.3699245,0.018935823661740868
-5.796759,0.020664279442280532
-2.6837173,0.017919496796093882
-8.151862,0.020143601337137322
-6.221875,0.018280035466887057
-3.6146977,0.020626621212189396
-3.702023,0.018065498388993243
-4.3882394,0.018418287035698692
-8.218954,0.019372776422339182
-7.5179486,0.01691155859734863
-5.0924907,0.02145626802230254
-2.5709856,0.018153948181619247
-4.4013424,0.020837857426765066
-5.3375993,0.01753545826456199
-3.2282197,0.01512243245379068
-6.3740935,0.017474699936186274
-3.1905684,0.017104609628828864
-8.056002,0.015134034981019794
-6.5739827,0.016914596563826004
-1.662955,0.01664638229024907
-0.6949559,0.01742569621807585
-3.6968048,0.017560753212698423
-3.2700987,0.019383559453611574
-4.687082,0.018491436131686592
-3.4603302,0.01724758881609887
-7.9661236,0.018277226435020565
-5.5621204,0.017747697109977405
-4.257905,0.01641899416378389
-5.830584,0.019154745759442447
-4.504598,0.01734667121587942
-3.2129564,0.017983430212674043
-1.1179868,0.02127831308171153
-2.825044,0.02169182812795043
-3.7396312,0.019293097724827627
-4.051282,0.02048243846123417
-3.2736287,0.023405738438790045
-7.556541,0.023257277021184564
-5.61414,0.022558400640264153
-4.532314,0.022938545071519913
-2.3118408,0.02419422931658725
-5.267873,0.02092341088379423
0.35769525,0.024914752086624505
-2.6527472,0.023642315715551376
-9.101738,0.02518571304778258
-9.729352,0.023697638511657716
-5.4412804,0.024300213429766397
-3.6755362,0.02539031347259879
-5.4572487,0.022346004851472874
-2.3884335,0.02404076522216201
-1.7757957,0.024545355793088676
-6.0322223,0.020133673989524443
-4.5853505,0.020580029014187554
-3.4583342,0.023027736957495413
-4.5254774,0.021845649726067982
-3.3313522,0.02377257455761234
-2.5811448,0.020234503131359816
-10.114543,0.02148794517852366
-5.0471125,0.020354927075095473
-4.173074,0.022161710262298583
-3.9538972,0.02171369915207227
-3.2879262,0.0196822803777953
-3.2396142,0.01979583944194019
-6.8613367,0.021474688360467554
-9.199653,0.020895270522062977
-6.4422965,0.022091938850159445
-4.892553,0.02229302185587585
-7.3893523,0.02301271416557332
-1.8955779,0.023976214757810036
-12.120364,0.02398985813682278
-3.2959135,0.025975160230882467
-4.26866,0.02374391401341806
-1.4396086,0.020853990704442063
-4.866047,0.022172130947001278
-9.018963,0.025670534969928365
-0.8511509,0.023621131340041755
-1.3848705,0.021288564203617473
-5.666638,0.020150761360613008
-4.467308,0.020468590967357158
-0.6893393,0.023409326568556328
-3.898867,0.018497636122629047
-2.4763448,0.024199503869749606
-5.377855,0.019680124482450385
-4.4177923,0.018125902290921658
-4.7976046,0.017146138714936872
-6.419218,0.020757627300918104
-2.914444,0.018426525088337562
-1.2053306,0.017296889044033984
-3.161451,0.017639631995310386
-2.8995073,0.01839768027421087
-5.28689,0.02001184398929278
-2.4731476,0.019893582770600916
-6.411769,0.019707210718964537
-4.187201,0.022658949065953494
-3.1694028,0.023999210835124057
-6.6923,0.02360079432837665
-3.8627245,0.025887727892647188
-4.4192395,0.024245233740657568
-2.0185657,0.024958521282921236
-2.28932,0.024754399883871278
-4.484942,0.026709719529996314
-2.148801,0.028179178852587937
-3.9864485,0.023896200070157646
-5.826892,0.02565862888780733
-3.641979,0.026236368405322234
-4.9446816,0.025816255264605084
-5.558005,0.02601806695262591
-4.8314815,0.026676113445622224
-4.6742783,0.02482719060499221
-5.337965,0.025701237237080933
-2.731317,0.026736450059494623
-1.6531069,0.027243871024499336
-2.238513,0.028198659140616655
-2.6982613,0.023018288565799593
-4.5918417,0.02641138246593376
-3.7125564,0.028508069319650532
-6.484414,0.025994609296321868
-8.617868,0.025694624722624817
-8.322873,0.026029591619347533
-2.7112963,0.03166068218027552
-4.420505,0.029496805788949133
-2.8723917,0.03219367250179251
-4.8064737,0.031027531530708075
-1.8857499,0.03448643377050757
-4.631454,0.03236964223906398
-2.111095,0.030902170141537986
-3.567112,0.02778350862984856
-4.225534,0.029829676107813913
-5.113594,0.03036392661742866
-1.9856377,0.0344437584746629
-4.511216,0.029209407108525435
-1.70071,0.034620447922497986
-6.13879,0.033547754772007464
-5.8859878,0.03459438504651189
-1.4870677,0.03321246858686209
-1.9578323,0.03043605647981167
-2.7899427,0.029048596943418183
-3.7238324,0.027549892803654073
-4.261672,0.02892495069342355
-0.9506165,0.023433560878038405
-2.6354089,0.025357226096093654
-3.940494,0.026004609372466802
-3.0873218,0.023008544634406766
-0.8036016,0.022742013935931026
-0.6977648,0.020325356807249288
-7.568384,0.018135425145737828
-2.9574697,0.019695740829532345
-4.1804967,0.017650820865916707
-2.6628792,0.015249994435968499
-5.764453,0.017362877633422612
-4.683236,0.017947578492263954
-2.5469792,0.014989831900068869
-2.937368,0.014826424629427492
-8.463928,0.016816601195993524
-6.791769,0.016151959220102676
-5.1694846,0.01440777654449145
-4.5049806,0.016030073918712636
-2.8255644,0.01695151060121134
-2.6922224,0.019125797948800028
-2.0205116,0.020283298186647394
-1.6459466,0.019981400505639613
-1.4737041,0.020671000106570622
-2.7139027,0.02065008838350574
-4.795888,0.017482120675655702
-3.8699634,0.021270498260855676
-3.3632836,0.023901985539123417
-7.027471,0.020971472235396506
-0.94643396,0.023208705242723227
-3.4977539,0.02294339253567159
-1.8847246,0.021177387175460655
-4.459395,0.020493687021856506
0.49162644,0.019247221240463356
-4.77372,0.019342482493569454
-3.1688716,0.019250184328605733
-4.7333784,0.017037778502951066
-4.6146502,0.01727690207771957
-5.9680343,0.018841569630118706
-3.934605,0.017748364922590555
-3.6888683,0.016390472693213573
-5.4461026,0.016885176999494433
-5.4956517,0.017999991390388458
-3.3104382,0.015558975003659724
-0.8811672,0.015701709342344352
-4.412609,0.020424831301594774
-5.9062963,0.017270799078202496
-1.7636667,0.016433013517720006
-1.1140475,0.016071113528839002
-2.6812656,0.013755371506946782
-1.8196725,0.013553690914219867
-8.495946,0.01556392079219222
-1.889983,0.014522555753743897
-6.388099,0.01463394045519332
-0.4630111,0.016399166476912797
-2.1643798,0.014375793695216998
-2.8194058,0.018575696367770435
-2.5861785,0.017527911179543783
-0.97173476,0.020839313906617463
-4.3649054,0.018226683093234896
-2.3137143,0.016799122933298348
-3.698546,0.01653146316530183
-0.6342922,0.01725340475483487
-3.512414,0.016507234300176303
-2.7835724,0.018023185501806437
-7.087525,0.017546420583191016
-3.7899969,0.01740892305970192
-4.9556084,0.01745921967861553
-1.4982371,0.01624583879796167
-4.663206,0.017233113509913286
-2.1877422,0.017332323097313442
-1.5032003,0.016921489716817936
-3.6607828,0.01586714948837956
-3.5945718,0.017305109114386142
1.6424583,0.015929061151109637
-2.8993056,0.015888064036456248
-7.0373106,0.015324357260639469
0.94717985,0.014287233678624034
-2.048162,0.016495494994645317
-4.1182733,0.01549872982238109
-7.17203,0.014278538090487321
-1.3462057,0.01593727010767907
-4.2637906,0.01573974925559014
-3.3656821,0.017377583620448906
-3.9798596,0.016152522639216235
-0.6451457,0.017769707196081678
-6.6113224,0.017214378722322485
-8.13948,0.018003210642685494
-1.5459383,0.016803099886359026
-1.0461568,0.017094135703518986
-4.5984163,0.019603195157833396
-6.716439,0.01951370606354127
-5.030394,0.019393302399354675
-1.3839095,0.016051607392728328
0.37226957,0.019484798641254505
-4.1805387,0.016310667851939797
-5.214408,0.01839647120796144
-10.608623,0.01921147049870342
-2.5543082,0.020007378654554486
-4.160834,0.021006551772976913
-4.068067,0.02063481288108354
-4.9973035,0.02189813300501555
-2.1231546,0.021259637728023032
-1.6795225,0.019951749759881447
-4.43847,0.018641031308410067
-8.625103,0.018890666026466836
-2.512828,0.02361243249227603
-0.86626154,0.0231955553094546
-3.6488607,0.02164600039832294
-1.7676294,0.024296301727493603
-3.1302238,0.024147313693538307
-0.32538775,0.026467867863054075
-2.6046846,0.02839853025119131
-0.59746313,0.024810660847773156
-0.60476434,0.023603745767225823
-7.861734,0.020454511418938635
-0.17751417,0.020459732382247846
-0.9472648,0.01977842446261396
-1.7008072,0.018902957214352985
-2.3176756,0.01777369548411419
-2.5579116,0.01667170923513671
-3.2536244,0.018516421015374363
-2.6644943,0.017021078484443328
-4.2166553,0.015066996503931781
0.5600249,0.014635391378154358
-2.4423494,0.014549079964247843
0.5812555,0.013459719011249642
-4.6262574,0.013682718885441621
-0.97955745,0.013021809640728558
0.9434844,0.014601719216443598
-0.7985389,0.01521396030827115
-3.9281638,0.01606262770947069
-3.4990072,0.017349426269841692
-0.2855293,0.017635101972458263
0.7343955,0.018015945237129925
-2.146656,0.016157865722198038
-4.7130995,0.015303837065584958
-2.5298364,0.018995104466254513
-1.2290859,0.018705926404800267
-3.5014856,0.015002674687032898
-3.5463562,0.01737748975477492
-1.2438679,0.017251003335695715
-5.032743,0.017725225848456223
-3.7700734,0.016611422194788852
-3.3758276,0.016138088998074333
-1.3062541,0.013986741468155135
-1.7102567,0.013913237555728604
-2.8706164,0.012857099956211945
-1.5248696,0.013702566013671457
-5.864521,0.010777674235093097
-7.892001,0.011988700602281218
-6.853089,0.012280806190877533
-2.5465152,0.010155072895577178
-1.2853575,0.010591918369755149
-3.5858932,0.007406776119023561
-1.6895583,0.009142023222132896
-1.7254019,0.00942470076746152
0.53156036,0.008445025266458591
-2.6373286,0.009764059496228583
-3.9436555,0.007877628594481696
-4.911372,0.007530102366581559
-1.0450771,0.011419675539946184
-1.4068955,0.008727615391641545
-4.578425,0.008755115537011686
-4.6877623,0.010789744033051345
-3.210733,0.009727702944655903
-5.159609,0.010587139813772713
-2.3941267,0.009684878253998856
-2.6688368,0.010172337553619097
-2.947169,0.008709012103887895
-2.2504146,0.010405327738650764
-1.3840938,0.012652551620461357
-1.5366119,0.009760835881267364
-1.6513634,0.006814101555695136
-1.903661,0.010578019342695673
-5.6711364,0.009621187258744612
-2.6174383,0.010103437822544947
-1.6261762,0.009057125519029796
-3.146484,0.010855582987035935
-2.600018,0.012664243722489725
-1.193501,0.01123276370538709
-5.5243063,0.009865730519716938
-2.8924527,0.010441212703396256
-0.53159577,0.00865435390927208
-3.6420465,0.008453546109376476
-4.433098,0.010403001719775299
-1.3049688,0.0116220508585684
-3.510749,0.012625271361321211
-2.7803662,0.009195414365967736
-4.983866,0.011736628975874434
1.6528038,0.012477885737704733
0.5312247,0.011344353505410253
-3.9783173,0.01035614517944244
-7.275404,0.011360170886230965
